GEOID,county_name,state,state_name,MRR2010,TractsHTC ,TotPopinHTCTracts,TotPopinHHsHTCTracts,TotPopACS18,TotUnder5,WhiteAloneOrCombo,BlackAloneOrCombo,AmerIndAloneorCombo,AsianAloneOrCombo,NatHawAloneOrCombo,Hispanic,TotPopBornOutUS,FB2010Plus,FB2000Plus,FBNotCit2010Plus,FBNotCit2000Plus,TotPopBornOutUS_IncNative,FB2010Plus_IncNative,FB2000Plus_IncNative,HH_SingleParent,TotHH,Owner_TOTAL,Renter_TOTAL,HHer15to34,HHer35to54,HHer55to64,HHer65plus,TotPopinHHs,HH_Crowded,HH_Owner_Crowded,HH_Renter_Crowded,Units_TOTAL,Units_2Plus,Units_10Plus,Moved2015later,Move10to14,Moved00to09,Moved90to99,Moved1989earlier,GroupQuarterACS18,NoInternet,Internet_NoSub,Internet,DialUpOnly,Broadband_Any,Cellular,CellularOnly,Broadband_CableFiberOpticDSL,Broadband_CableFiberOpticDSLOnly,Satellite,SatelliteOnly,OtherOnly,LEPHHs,LEPspanHHs,LEPindoeurHHs,LEPapacHHs,LEPotherHHs,Poverty_TOTAL,Poverty_Less100,Poverty_Less150,Poverty_Less200
02060,Bristol Bay Borough,02, Alaska,#NULL!,0,0,0,890,52,567,8,368,14,6,32,17,2,2,2,2,31,2,2,34,333,176,157,42,135,101,55,816,15,0,15,940,144,19,38,118,70,52,55,74,45,11,277,6,271,172,30,207,73,38,22,0,2,2,0,0,0,863,50,117,179
02068,Denali Borough,02, Alaska,0.744186047,0,0,0,2232,66,2016,38,127,270,44,9,227,171,200,161,184,346,171,200,19,639,499,140,91,256,171,121,1464,15,9,6,1627,157,41,86,164,192,99,98,768,51,22,566,0,566,386,62,488,175,15,5,0,0,0,0,0,0,2177,369,508,805
02070,Dillingham Census Area,02, Alaska,0.670103093,1,2315,2168,4975,478,1160,101,3905,112,19,173,143,13,36,13,35,143,13,36,320,1420,856,564,306,487,358,269,4620,326,192,134,2446,353,58,234,361,327,217,281,355,304,31,1085,2,1083,996,453,555,65,96,17,1,54,5,4,0,45,4923,849,1523,2211
02090,Fairbanks North Star Borough,02, Alaska,0.727252099,11,49428,46302,99653,7897,82733,6808,11572,4970,981,7951,5136,1320,2467,1056,1622,8459,2051,3903,3561,36513,21363,15150,11859,12636,6387,5631,95411,2158,1025,1133,44059,11741,3254,8581,12611,8086,3426,3809,4242,4216,1080,31217,269,30948,22257,4682,24732,8075,1866,175,130,272,69,36,167,0,95430,7749,14336,21665
02100,Haines Borough,02, Alaska,0.689365672,1,2518,2468,2518,159,2207,29,323,115,4,97,165,21,34,21,25,305,21,87,46,1026,692,334,153,296,172,405,2468,81,60,21,1673,113,12,110,376,152,247,141,50,97,15,914,17,897,583,105,777,314,2,0,0,2,0,0,0,2,2479,224,395,646
02105,Hoonah-Angoon Census Area,02, Alaska,0.703604806,2,2132,1976,2132,102,1140,79,981,92,3,142,139,63,106,63,85,146,63,106,75,799,590,209,64,243,272,220,1976,27,20,7,1656,132,9,109,217,138,128,207,156,213,24,562,0,562,390,153,203,46,169,106,10,3,0,0,0,3,2131,207,449,678
02110,Juneau City and Borough,02, Alaska,0.805219207,1,5052,4662,32330,1901,25084,706,5864,3191,660,2123,2884,554,1466,504,931,3592,595,1723,839,12521,8014,4507,2481,4786,2914,2340,31699,555,245,310,13586,4375,1592,2330,3949,3335,1478,1429,631,974,394,11153,37,11116,9068,1098,9701,1905,327,63,37,236,51,9,176,0,31799,2514,3605,5085
02122,Kenai Peninsula Borough,02, Alaska,0.757717882,4,20676,20141,58220,3652,51559,673,6954,1440,440,2375,1816,440,700,399,496,2618,545,935,1890,21741,15932,5809,3412,7425,5333,5571,56534,969,565,404,31150,3980,901,3546,5801,6561,3051,2782,1686,3843,838,17060,293,16767,10457,3154,11077,4920,2613,965,138,118,14,69,23,12,56934,6827,11894,16596
02130,Ketchikan Gateway Borough,02, Alaska,0.728240213,2,5378,5182,13804,840,10311,239,2880,1438,158,701,1159,278,654,225,408,1330,309,737,630,5327,3240,2087,985,1915,1222,1205,13520,233,106,127,6343,2522,843,995,1533,1467,642,690,284,633,229,4465,13,4452,3296,424,3946,1063,91,6,7,156,19,0,119,18,13585,1433,2316,3461
02150,Kodiak Island Borough,02, Alaska,0.752116082,1,2385,2337,13649,1077,7932,95,2646,3409,122,1219,2647,718,1447,622,1170,2821,730,1481,595,4373,2405,1968,1094,1675,971,633,13316,399,217,182,5405,1585,579,1095,1269,1069,487,453,333,647,118,3608,0,3608,2569,427,3005,943,193,63,6,262,0,9,252,1,13373,1243,1790,3544
02158,Kusilvak Census Area,02, Alaska,#NULL!,0,0,0,8198,1086,573,85,7770,53,19,81,89,49,56,46,49,91,49,56,612,1692,1257,435,285,673,402,332,7929,835,601,234,2225,65,12,130,304,447,313,498,269,614,20,1058,0,1058,999,648,354,43,50,12,2,62,0,0,4,58,8148,3296,5100,5976
02164,Lake and Peninsula Borough,02, Alaska,#NULL!,0,0,0,1375,97,383,10,984,61,20,19,39,12,14,12,13,46,13,17,87,425,294,131,84,156,101,84,1270,33,23,10,1421,86,2,59,94,88,59,125,105,154,10,261,1,260,217,90,97,25,79,16,0,2,0,0,0,2,1366,217,432,568
02170,Matanuska-Susitna Borough,02, Alaska,0.727496727,13,46149,45058,103464,7526,93836,2440,11585,2930,849,4944,3725,593,1580,480,942,5469,910,2187,2840,30879,23744,7135,5411,12682,6908,5878,101508,1559,1039,520,41756,4615,812,4997,8988,10318,4117,2459,1956,3310,776,26793,181,26612,19949,2896,22884,6189,1278,134,16,218,30,95,62,31,101349,10476,16726,24599
02180,Nome Census Area,02, Alaska,0.650167785,1,4085,3815,9925,957,2155,133,7978,221,71,253,285,57,73,51,53,327,61,91,823,2875,1734,1141,656,1168,510,541,9391,876,573,303,4078,658,121,532,753,658,415,517,534,707,99,2069,0,2069,1707,661,1190,283,230,49,10,42,0,1,2,39,9599,2221,3422,4585
02185,North Slope Borough,02, Alaska,0.478017586,1,4452,4332,9797,813,3608,279,5679,673,311,207,574,96,279,83,169,766,126,363,499,1966,988,978,580,688,366,332,6649,625,304,321,2583,563,249,309,549,435,278,395,3148,538,90,1338,8,1330,981,202,1042,265,127,24,11,114,0,0,51,63,9682,904,1676,2499
02188,Northwest Arctic Borough,02, Alaska,0.630650496,1,3288,3095,7734,810,1135,128,6618,123,33,89,97,30,63,25,36,142,30,68,555,1860,1034,826,339,760,397,364,7383,666,363,303,2741,560,187,210,567,374,319,390,351,511,45,1304,0,1304,1075,242,891,159,222,52,3,59,0,2,3,54,7656,1921,2868,3799
02195,Petersburg Borough,02, Alaska,0.747531735,0,0,0,3255,206,2613,37,410,457,78,337,359,67,117,62,86,445,87,149,101,1170,799,371,210,317,222,421,3178,35,23,12,1762,254,74,140,356,323,145,206,77,217,37,916,2,914,662,61,850,249,15,0,1,33,5,0,28,0,3242,267,464,692
02198,Prince of Wales-Hyder Census Area,02, Alaska,0.61552795,3,6459,6354,6474,394,3696,78,3176,127,56,244,174,43,89,38,55,222,43,89,295,2356,1716,640,299,797,640,620,6369,141,86,55,3428,380,75,349,599,649,374,385,105,678,101,1577,3,1574,1212,422,793,204,287,120,29,0,0,0,0,0,6415,972,1654,2262
02220,Sitka City and Borough,02, Alaska,0.73115942,1,3331,3274,8738,412,6760,131,2076,817,46,566,693,193,321,179,261,853,228,377,411,3561,2062,1499,778,1208,789,786,8456,92,24,68,4199,1637,220,826,1070,762,439,464,282,465,126,2970,14,2956,2355,347,2434,511,148,28,28,64,18,1,37,8,8554,639,1149,1754
02230,Skagway Municipality,02, Alaska,0.632458234,1,1061,913,1061,66,962,15,73,51,0,55,72,12,32,12,24,109,17,48,33,400,206,194,69,171,80,80,913,14,6,8,647,175,6,79,129,87,49,56,148,37,21,342,0,342,276,61,255,56,7,0,6,2,0,0,2,0,1054,56,105,185
02240,Southeast Fairbanks Census Area,02, Alaska,0.285714286,1,4644,4325,6876,509,5617,141,1112,186,41,381,680,110,375,73,123,878,235,514,153,2163,1591,572,351,807,525,480,6550,200,121,79,3909,513,106,381,495,547,278,462,326,499,101,1563,11,1552,992,456,801,352,325,154,6,62,12,23,1,26,6789,730,1236,1921
02261,Valdez-Cordova Census Area,02, Alaska,0.710817717,1,4313,4186,9301,582,7410,49,1784,502,236,466,589,92,354,92,286,717,112,430,212,3093,2261,832,542,1180,793,578,9052,70,38,32,6178,1142,386,354,1014,790,368,567,249,536,105,2452,4,2448,1745,224,2043,609,196,6,47,11,3,0,3,5,9181,747,1144,1884
02275,Wrangell City and Borough,02, Alaska,0.680309735,1,2484,2431,2484,116,1870,3,699,79,21,121,126,22,82,22,74,147,22,82,108,1074,734,340,143,289,307,335,2431,23,8,15,1481,266,32,130,262,299,193,190,53,244,56,774,4,770,570,109,648,192,13,0,2,3,3,0,0,0,2463,192,457,787
02282,Yakutat City and Borough,02, Alaska,0.698795181,1,689,623,689,62,410,4,287,72,21,50,54,25,43,25,25,69,27,45,28,232,145,87,38,87,49,58,623,16,14,2,413,53,13,42,59,51,37,43,66,66,1,165,3,162,97,19,17,7,133,57,0,6,3,0,3,0,689,46,127,256
02290,Yukon-Koyukuk Census Area,02, Alaska,#NULL!,0,0,0,5415,403,1525,33,4123,43,2,131,77,13,36,13,27,89,13,40,386,1906,1366,540,312,639,475,480,5112,311,196,115,4087,78,20,201,409,473,297,526,303,996,72,838,6,832,517,166,393,117,356,158,2,31,0,0,0,31,5368,1350,1982,2614
04001,Apache County,04, Arizona,0.707687177,4,17851,17123,71522,4908,17219,816,53582,418,105,4445,1191,234,551,189,482,1355,253,602,3274,20395,15988,4407,2202,6865,4953,6375,70174,2663,2071,592,32809,1851,182,1690,3651,5820,4199,5035,1348,12046,401,7948,202,7746,4323,1293,5156,2601,1274,562,166,3309,81,0,37,3191,70184,24761,35087,42944
04003,Cochise County,04, Arizona,0.768685915,10,36650,33211,126279,7645,112010,6913,3332,4173,1060,44598,13897,1701,4343,1425,3130,18172,2156,6034,5246,49250,34066,15184,8334,14090,9532,17294,117288,1058,517,541,60883,7470,3949,8788,13643,14194,6813,5812,8991,9120,1330,38800,278,38522,25158,4157,29432,9143,7410,1900,260,2223,1971,88,131,33,117265,20192,34360,47428
04005,Coconino County,04, Arizona,0.764141898,6,42777,29869,140217,7860,93658,2850,39662,4017,540,19666,6793,1800,3706,1673,2983,8199,2093,4274,4877,47276,28637,18639,12089,15182,9783,10222,126620,3210,1766,1444,65438,12088,4878,9736,14442,11685,6277,5136,13597,8681,1804,36791,195,36596,26153,5021,27782,8147,4479,1485,260,1562,445,83,134,900,127640,24168,37296,49457
04007,Gila County,04, Arizona,0.772073078,6,18744,18194,53400,3039,42797,506,9926,622,70,9992,2008,322,698,303,605,2278,322,741,2447,21708,16033,5675,2147,5401,4795,9365,52438,875,461,414,33411,1883,307,4008,5930,6166,2623,2981,962,6922,1308,13478,133,13345,7280,1668,10146,4858,1856,914,37,557,321,57,20,159,52501,11807,18210,24058
04009,Graham County,04, Arizona,0.723955123,3,10756,8660,37879,2819,30908,854,5601,327,120,12453,1373,332,777,317,655,1659,347,902,1462,10782,7467,3315,2080,3654,2073,2975,33671,659,369,290,13416,1146,343,1820,2987,2680,1526,1769,4208,2503,510,7769,17,7752,4818,982,5593,2354,1420,454,0,228,186,0,0,42,33458,7122,10149,13824
04011,Greenlee County,04, Arizona,0.680744929,2,6738,6646,9504,697,8663,219,442,35,0,4414,303,39,221,35,158,360,45,227,428,3225,1586,1639,676,1327,505,717,9410,118,37,81,4435,335,55,402,1069,879,402,473,94,675,86,2464,9,2455,1602,288,1908,713,255,92,9,91,79,12,0,0,9385,1115,2222,3181
04012,La Paz County,04, Arizona,0.751488901,2,3140,3140,20701,961,16437,365,3284,182,21,5614,2273,559,1071,529,950,2352,559,1071,833,8912,6620,2292,931,1570,1709,4702,20489,466,261,205,16274,790,192,1508,2636,2870,1036,862,212,3035,441,5436,31,5405,3376,1278,3054,1295,809,292,259,261,246,0,0,15,20402,4507,7392,10414
04013,Maricopa County,04, Arizona,0.776219348,261,1234961,1206002,4253913,279161,3434157,289587,122387,224419,20058,1311091,632945,106302,271718,96583,212972,694169,116130,294263,174384,1520767,933112,587655,316695,573301,267937,362834,4200536,69332,20454,48878,1719157,428027,255508,341793,550218,377337,157899,93520,53377,191890,44908,1283969,5648,1278321,924979,134522,1092767,317964,104851,16239,2081,63589,45972,4852,8850,3915,4198378,618496,990438,1382507
04015,Mohave County,04, Arizona,0.771165717,9,42448,41214,206064,9137,190542,3301,6815,3463,883,33481,13888,1574,4086,1496,3419,15799,1723,4363,8096,85485,58675,26810,10436,20131,18526,36392,202739,3230,1160,2070,113876,11825,4618,16000,26980,26832,10389,5284,3325,15949,2122,67414,573,66841,39990,7480,53448,22839,7634,1990,592,1373,1080,102,123,68,201965,35296,60446,86606
04017,Navajo County,04, Arizona,0.753094373,4,15609,13798,108705,7889,54733,1779,50569,1062,275,12329,3164,558,1297,479,998,3692,569,1345,5225,34407,23761,10646,4640,10665,7764,11338,105848,3014,1917,1097,57753,4193,938,5374,8498,9816,5000,5719,2857,12277,1055,21075,203,20872,13434,3387,15677,6150,2145,853,140,1997,133,41,79,1744,105735,30163,44094,55882
04019,Pima County,04, Arizona,0.787326272,51,228003,216135,1019722,59040,817729,49762,56518,42662,3753,376826,132235,22443,55221,20429,42592,149774,25090,61169,44580,400907,250126,150781,83528,124198,75086,118095,989969,15325,5807,9518,456962,99937,61823,89187,126285,98665,48042,38728,29753,52716,13100,335091,1873,333218,247783,44684,272315,76371,24463,3951,1225,16476,12458,1119,2001,898,991092,176222,279653,381408
04021,Pinal County,04, Arizona,0.764789464,27,170725,145347,419721,24845,350666,24207,28096,10794,2970,125373,38562,7544,15459,6915,12810,44097,8026,17425,14728,137286,102115,35171,20043,44934,25916,46393,393208,5022,2356,2666,171368,9167,3800,25646,48957,46173,10065,6445,26513,20693,5651,110942,478,110464,73728,13032,87165,30267,15403,3969,450,3595,3156,75,274,90,392300,55859,93826,139151
04023,Santa Cruz County,04, Arizona,0.743971528,3,9576,9525,46584,3342,40111,332,549,496,0,38899,14964,1955,4909,1658,3400,15935,2140,5260,2453,15430,10212,5218,2505,5231,3046,4648,46169,772,381,391,18255,2722,906,2511,4223,4361,2423,1912,415,4190,480,10760,77,10683,6659,1594,7908,2385,2584,475,54,2544,2493,34,17,0,46214,11080,19213,25061
04025,Yavapai County,04, Arizona,0.778451611,11,61226,59991,224645,9547,210881,2527,6191,3413,680,32461,14056,1369,4462,1281,3303,16849,1636,5534,6471,96007,69055,26952,10240,22223,21577,41967,219674,2265,1058,1207,115213,12427,3624,17966,32216,28366,11731,5728,4971,15451,3080,77476,585,76891,51891,7958,59624,19960,12573,3411,215,1513,1139,224,106,44,220076,30813,53818,76339
04027,Yuma County,04, Arizona,0.761644943,23,98175,93906,207829,15212,160353,6163,4666,4062,731,131670,55500,8567,21232,7732,16110,58529,9123,22688,9330,72463,48612,23851,15537,23266,11349,22311,202447,5053,2561,2492,91685,11561,4179,14685,21923,21618,8827,5410,5382,14823,2057,55583,303,55280,39329,8799,41524,9642,9359,2276,130,7905,7615,53,137,100,202390,40591,70454,97328
05001,Arkansas County,05, Arkansas,0.726096813,4,8137,8116,18124,1207,13326,4837,51,8,0,554,135,14,46,14,14,204,44,82,973,7682,4894,2788,1320,2555,1551,2256,17862,113,48,65,9449,1401,180,973,2316,1805,1081,1507,262,2400,434,4848,20,4828,3751,1279,3035,889,638,107,0,82,76,0,0,6,17786,3563,6001,8129
05003,Ashley County,05, Arkansas,0.781343284,0,0,0,20537,1247,14861,5325,110,48,0,1097,556,19,282,19,260,720,19,356,838,7915,5831,2084,1150,2713,1599,2453,20351,121,68,53,10148,571,212,926,1959,1969,1142,1919,186,2743,363,4809,22,4787,3462,1022,2985,882,949,330,18,61,59,0,2,0,20352,4110,7223,9348
05005,Baxter County,05, Arkansas,0.832515687,0,0,0,41219,1721,40529,189,669,225,24,927,735,81,104,53,63,1005,81,179,1173,18370,13929,4441,2413,4366,3513,8078,40773,425,275,150,22859,2145,739,3090,4233,6210,2857,1980,446,3991,1117,13262,255,13007,7227,1584,10585,5009,1374,340,16,58,16,8,34,0,40634,5676,10293,15439
05007,Benton County,05, Arkansas,0.815017083,1,4332,4242,258980,18379,234773,5974,7759,11383,1726,42577,29371,6631,15168,6256,12954,32627,7402,16488,8522,94333,62618,31715,21431,37614,14889,20399,256171,3343,1137,2206,102838,15130,7132,21435,31921,25986,9305,5686,2809,15357,17509,61467,322,61145,44805,6516,51543,14925,4704,760,95,3118,2433,27,650,8,255849,25356,49038,73657
05009,Boone County,05, Arkansas,0.808911038,0,0,0,37288,2288,36595,286,807,306,44,899,360,76,226,71,123,602,76,247,1333,14870,10638,4232,2202,5218,2816,4634,36768,364,150,214,16971,1854,496,2443,3927,4305,2168,2027,520,2850,343,11677,125,11552,6756,2263,8664,4477,721,182,19,6,2,4,0,0,36646,5455,10663,15487
05011,Bradley County,05, Arkansas,0.640281243,5,10948,10752,10948,682,7179,3187,127,0,4,1654,733,41,389,23,305,744,41,389,603,4537,2836,1701,790,1614,834,1299,10752,158,19,139,5810,762,138,801,930,1325,593,888,196,1392,270,2875,27,2848,2273,741,1683,352,585,149,11,162,162,0,0,0,10822,2513,3731,4985
05013,Calhoun County,05, Arkansas,0.675688509,2,5202,5061,5202,305,4050,1197,23,0,10,206,30,9,25,0,0,52,19,35,177,1936,1618,318,242,563,453,678,5061,24,15,9,2909,64,0,204,398,577,323,434,141,666,100,1170,24,1146,812,272,700,251,172,46,21,5,5,0,0,0,5061,788,1632,2069
05015,Carroll County,05, Arkansas,0.768762876,2,15032,14869,27887,1557,26371,408,682,356,217,4182,2395,372,1444,343,1181,2471,372,1465,695,11161,8480,2681,1498,3343,2399,3921,27607,619,331,288,13674,1324,268,1728,2749,3832,1690,1162,280,2970,722,7469,140,7329,4258,1457,4532,2328,1335,626,51,260,224,4,32,0,27597,4141,7785,11281
05017,Chicot County,05, Arkansas,0.716666667,2,4712,4651,10826,651,4834,5897,54,50,12,580,224,5,43,5,43,259,5,55,791,4308,2769,1539,578,1271,1049,1410,10109,86,23,63,5434,650,260,642,1055,1044,657,910,717,1567,114,2627,10,2617,1750,757,1370,582,554,224,11,0,0,0,0,0,10151,2962,4372,5500
05019,Clark County,05, Arkansas,0.772279635,0,0,0,22385,1186,16255,5540,197,178,8,1050,626,192,363,155,248,739,201,374,1072,8505,5331,3174,2028,2660,1482,2335,19658,197,41,156,10498,1711,529,1607,2288,2147,1179,1284,2727,2196,574,5735,16,5719,4038,1201,3782,1321,871,192,35,106,102,0,4,0,19658,3887,5664,8370
05021,Clay County,05, Arkansas,0.839174582,0,0,0,15061,841,14655,180,185,16,14,300,115,2,33,2,20,127,2,33,869,6441,4474,1967,1060,2075,1145,2161,14933,108,36,72,8018,794,113,976,1748,1497,1130,1090,128,1995,328,4118,24,4094,2916,850,2919,1004,460,127,0,0,0,0,0,0,14854,3352,5433,7191
05023,Cleburne County,05, Arkansas,0.838816753,0,0,0,25230,1159,24621,160,379,152,20,618,360,0,106,0,106,483,14,138,875,10731,8003,2728,1400,3130,2187,4014,24895,113,74,39,16042,767,88,1554,2858,3151,1669,1499,335,2683,374,7674,46,7628,5937,2075,4356,1206,1364,311,41,56,27,0,29,0,24850,3631,6468,9232
05025,Cleveland County,05, Arkansas,0.777269758,0,0,0,8226,437,7286,1008,42,68,10,154,132,0,64,0,53,183,0,76,371,3292,2482,810,473,1153,687,979,8133,41,34,7,4091,115,16,372,621,951,635,713,93,1299,133,1860,37,1823,1277,541,944,403,378,101,0,3,0,3,0,0,8118,1574,2757,3381
05027,Columbia County,05, Arkansas,0.769611149,1,4238,4112,23892,1428,14678,8587,107,274,0,650,472,109,170,109,170,564,109,175,1259,8962,6161,2801,1687,2827,1794,2654,22115,386,77,309,11636,1223,479,1303,2370,2354,1295,1640,1777,2965,629,5368,27,5341,4209,1492,3158,818,808,179,1,18,0,0,18,0,22080,5563,8058,10741
05029,Conway County,05, Arkansas,0.784705433,0,0,0,20906,1238,18501,2679,376,93,41,812,474,89,309,89,258,559,98,321,835,8475,5786,2689,1308,2829,1652,2686,20698,195,98,97,9805,762,203,1240,2050,2357,1249,1579,208,2920,376,5179,40,5139,3377,1586,2523,1095,1141,504,10,61,60,1,0,0,20694,3772,6256,8611
05031,Craighead County,05, Arkansas,0.785992681,1,6295,3864,105701,7387,86380,16466,1374,1550,256,5253,4398,1635,2743,1635,2664,5036,1817,2959,6106,40800,23445,17355,10787,14108,7034,8871,101930,1120,294,826,44778,10899,4062,9237,13721,9487,4490,3865,3771,6277,2289,32234,51,32183,25070,5484,24646,6479,2489,324,68,670,354,79,196,41,101577,18667,30459,42534
05033,Crawford County,05, Arkansas,0.769263436,0,0,0,62472,3877,57176,1367,2729,1253,109,4715,2332,371,917,352,736,2728,440,1055,2445,23701,18182,5519,4350,8574,4619,6158,61872,708,338,370,26738,2769,650,3599,6022,7488,3466,3126,600,5827,957,16917,252,16665,11756,3360,11596,3991,2138,648,10,257,145,0,112,0,61706,9830,17372,25225
05035,Crittenden County,05, Arkansas,0.718292321,13,26372,26010,49013,3743,23920,25232,2203,423,88,1210,811,219,473,214,418,962,219,501,3279,18756,10871,7885,4001,6769,3665,4321,48331,653,124,529,21746,4486,1257,3663,5302,5283,2261,2247,682,4751,525,13480,78,13402,10555,3531,8937,2451,1208,246,59,167,88,27,46,6,48299,10709,16840,22974
05037,Cross County,05, Arkansas,0.781930452,1,1009,1009,16998,1118,13489,3531,902,13,15,330,72,16,16,16,16,79,16,16,903,6694,4514,2180,1195,2237,1272,1990,16771,141,93,48,7963,871,115,1096,1701,1780,885,1232,227,1993,260,4441,16,4425,3399,1452,2363,738,645,204,0,10,0,0,10,0,16694,2793,5202,6877
05039,Dallas County,05, Arkansas,0.740404745,1,4257,3577,7432,368,4209,3142,33,50,26,229,65,3,11,3,6,65,3,11,371,3033,2060,973,321,946,774,992,6734,13,13,0,4306,338,44,371,775,747,425,715,698,1057,201,1775,18,1757,1100,379,1156,530,220,31,46,0,0,0,0,0,6652,948,2050,3116
05041,Desha County,05, Arkansas,0.69386901,3,8600,8573,11887,758,5983,5668,78,105,0,698,468,171,350,171,327,472,171,350,770,5111,3035,2076,993,1625,1024,1469,11802,69,32,37,6302,940,88,810,1502,1192,654,953,85,2388,156,2567,55,2512,1809,828,1407,535,389,138,0,142,133,0,0,9,11702,3401,5213,6336
05043,Drew County,05, Arkansas,0.656957462,5,18502,17471,18502,1122,12876,5374,117,82,39,609,220,26,77,26,62,263,35,86,699,7018,4790,2228,1611,2135,1378,1894,17471,110,37,73,8598,1053,463,1226,1871,1564,1195,1162,1031,1885,361,4772,73,4699,3746,1188,2892,710,718,163,38,0,0,0,0,0,17419,3735,5845,7260
05045,Faulkner County,05, Arkansas,0.772932711,4,16301,14513,122416,7728,103622,15237,1621,2101,227,4956,3921,1137,2727,1095,2244,4650,1213,2831,4064,44095,27615,16480,11668,16296,7308,8823,117528,820,372,448,49817,11018,4522,9929,13878,11559,5272,3457,4888,7595,2535,33965,230,33735,24350,4041,27329,8028,3844,765,48,322,267,18,25,12,117501,19697,32649,42949
05047,Franklin County,05, Arkansas,0.761749926,0,0,0,17780,1001,17134,236,522,167,37,545,317,18,111,17,32,418,18,171,380,6800,4928,1872,1222,2297,1264,2017,17435,209,56,153,8063,700,101,1339,1395,2033,1052,981,345,2156,368,4276,147,4129,2926,1422,2269,868,599,242,0,67,67,0,0,0,17457,3823,6249,7927
05049,Fulton County,05, Arkansas,0.792159303,0,0,0,12139,577,11941,129,235,23,5,183,150,58,64,50,56,173,58,64,437,5000,3909,1091,561,1462,1028,1949,11954,185,142,43,6819,256,56,661,1050,1588,1114,587,185,1381,706,2913,0,2913,1975,564,1904,725,543,124,0,41,27,14,0,0,11878,2844,4704,5880
05051,Garland County,05, Arkansas,0.808292721,1,2372,2253,98296,5295,87151,9454,1439,843,205,5434,3425,407,1305,392,1147,4189,422,1417,4569,39894,26955,12939,5918,12185,7662,14129,96144,713,231,482,50862,9127,3782,7560,11492,11691,4729,4422,2152,8085,1302,30507,205,30302,21628,7889,19910,7451,3678,674,92,538,367,148,22,1,96502,17961,28782,39264
05053,Grant County,05, Arkansas,0.767805619,0,0,0,18086,973,17484,568,193,85,3,481,186,0,51,0,46,267,39,90,710,6780,5417,1363,1032,2323,1441,1984,17923,112,106,6,7981,414,255,768,1602,1946,1251,1213,163,1471,325,4984,44,4940,3893,1303,3093,849,741,146,7,3,3,0,0,0,17852,2589,4029,6526
05055,Greene County,05, Arkansas,0.802329364,0,0,0,44623,2895,43312,953,477,202,47,1244,298,51,222,51,214,633,131,333,2107,16879,11434,5445,3351,6189,3080,4259,43937,395,136,259,18849,2201,534,3452,4767,3874,2756,2030,686,3359,825,12695,45,12650,10017,2929,8686,2253,1110,318,7,57,37,1,19,0,43781,7127,12157,17283
