aded,boroname,ntaname
31049,Queens,Hammels-Arverne-Edgemere
31050,Queens,Far Rockaway-Bayswater
31051,Queens,Hammels-Arverne-Edgemere
31051,Queens,Far Rockaway-Bayswater
31052,Queens,Far Rockaway-Bayswater
31053,Queens,Hammels-Arverne-Edgemere
31053,Queens,Far Rockaway-Bayswater
31054,Queens,Far Rockaway-Bayswater
31055,Queens,Far Rockaway-Bayswater
31056,Queens,Far Rockaway-Bayswater
31057,Queens,Hammels-Arverne-Edgemere
31058,Queens,Hammels-Arverne-Edgemere
31059,Queens,Hammels-Arverne-Edgemere
31060,Queens,Hammels-Arverne-Edgemere
31061,Queens,Hammels-Arverne-Edgemere
31062,Queens,Hammels-Arverne-Edgemere
31063,Queens,Hammels-Arverne-Edgemere
31064,Queens,Hammels-Arverne-Edgemere
31078,Queens,South Ozone Park
31079,Queens,Far Rockaway-Bayswater
31080,Queens,South Ozone Park
31081,Queens,South Ozone Park
31082,Queens,South Ozone Park
31083,Queens,Rosedale
31084,Queens,Springfield Gardens South-Brookville
31085,Queens,Hammels-Arverne-Edgemere
31086,Queens,Hammels-Arverne-Edgemere
32001,Queens,Jamaica
32002,Queens,Jamaica
32003,Queens,Jamaica
32004,Queens,Briarwood-Jamaica Hills
32004,Queens,Jamaica
32005,Queens,Jamaica
32006,Queens,Jamaica
32007,Queens,Briarwood-Jamaica Hills
32008,Queens,Jamaica
32009,Queens,Jamaica
32010,Queens,Jamaica
32011,Queens,Jamaica
32012,Queens,Jamaica
32013,Queens,Jamaica
32014,Queens,Jamaica
32015,Queens,South Jamaica
32016,Queens,South Jamaica
32017,Queens,Jamaica
32018,Queens,Jamaica
32019,Queens,Richmond Hill
32020,Queens,Richmond Hill
32020,Queens,South Ozone Park
32021,Queens,South Jamaica
32021,Queens,Jamaica
32022,Queens,South Jamaica
32023,Queens,South Jamaica
32023,Queens,Jamaica
32024,Queens,South Jamaica
32024,Queens,Jamaica
32025,Queens,South Jamaica
32026,Queens,South Jamaica
32027,Queens,South Jamaica
32028,Queens,South Jamaica
32028,Queens,Baisley Park
32029,Queens,South Jamaica
32029,Queens,Baisley Park
32030,Queens,South Jamaica
32030,Queens,Baisley Park
32031,Queens,South Ozone Park
32032,Queens,South Ozone Park
32033,Queens,Baisley Park
32034,Queens,Baisley Park
32035,Queens,Baisley Park
32036,Queens,Baisley Park
32037,Queens,Baisley Park
32038,Queens,Baisley Park
32039,Queens,Baisley Park
32040,Queens,South Jamaica
32041,Queens,South Jamaica
32042,Queens,South Jamaica
32043,Queens,South Jamaica
32043,Queens,St. Albans
32043,Queens,Baisley Park
32044,Queens,Baisley Park
32045,Queens,St. Albans
32045,Queens,Baisley Park
32046,Queens,St. Albans
32046,Queens,Baisley Park
32047,Queens,Baisley Park
32048,Queens,Baisley Park
32049,Queens,Baisley Park
32050,Queens,Baisley Park
32051,Queens,Baisley Park
32052,Queens,Baisley Park
32053,Queens,Baisley Park
32054,Queens,Springfield Gardens North
32054,Queens,Baisley Park
32055,Queens,Baisley Park
32056,Queens,Springfield Gardens North
32057,Queens,Springfield Gardens North
32058,Queens,Springfield Gardens North
32059,Queens,Springfield Gardens North
32060,Queens,Springfield Gardens North
32061,Queens,Springfield Gardens North
32061,Queens,Springfield Gardens South-Brookville
32062,Queens,Springfield Gardens North
32063,Queens,Springfield Gardens North
32064,Queens,Springfield Gardens North
32065,Queens,Springfield Gardens North
32066,Queens,Springfield Gardens North
32067,Queens,Springfield Gardens North
32068,Queens,Springfield Gardens North
32069,Queens,Springfield Gardens North
32070,Queens,Springfield Gardens North
32071,Queens,Springfield Gardens North
32072,Queens,St. Albans
32073,Queens,St. Albans
32074,Queens,St. Albans
32075,Queens,Springfield Gardens North
32075,Queens,Baisley Park
32076,Queens,Springfield Gardens North
32077,Queens,South Jamaica
32078,Queens,Baisley Park
32079,Queens,South Jamaica
32080,Queens,Jamaica
32081,Queens,South Jamaica
32081,Queens,Jamaica
32082,Queens,South Jamaica
32083,Queens,South Jamaica
32083,Queens,Baisley Park
32084,Queens,Springfield Gardens North
33001,Queens,Glen Oaks-Floral Park-New Hyde Park
33002,Queens,Glen Oaks-Floral Park-New Hyde Park
33003,Queens,Bellerose
33003,Queens,Glen Oaks-Floral Park-New Hyde Park
33004,Queens,Bellerose
33005,Queens,Bellerose
33005,Queens,Glen Oaks-Floral Park-New Hyde Park
33006,Queens,Bellerose
33006,Queens,Glen Oaks-Floral Park-New Hyde Park
33007,Queens,Bellerose
33008,Queens,Bellerose
33009,Queens,Bellerose
33010,Queens,Bellerose
33011,Queens,Bellerose
33012,Queens,Bellerose
33013,Queens,Queens Village
33014,Queens,Queens Village
33014,Queens,Bellerose
33015,Queens,Queens Village
33015,Queens,Bellerose
33016,Queens,Queens Village
33017,Queens,Queens Village
33018,Queens,Queens Village
33019,Queens,Queens Village
33020,Queens,Queens Village
33021,Queens,Queens Village
33022,Queens,Queens Village
33023,Queens,Queens Village
33024,Queens,Queens Village
33025,Queens,Queens Village
33026,Queens,Queens Village
33027,Queens,Jamaica Estates-Holliswood
33027,Queens,Queens Village
33028,Queens,Jamaica Estates-Holliswood
33029,Queens,St. Albans
33030,Queens,Hollis
33030,Queens,St. Albans
33031,Queens,Hollis
33032,Queens,Hollis
33032,Queens,St. Albans
33033,Queens,St. Albans
33034,Queens,St. Albans
33035,Queens,St. Albans
33036,Queens,St. Albans
33037,Queens,St. Albans
33038,Queens,St. Albans
33039,Queens,Hollis
33039,Queens,St. Albans
33040,Queens,Hollis
33041,Queens,Hollis
33042,Queens,Hollis
33042,Queens,Queens Village
33043,Queens,Queens Village
33044,Queens,Queens Village
33045,Queens,St. Albans
33045,Queens,Queens Village
33046,Queens,Queens Village
33047,Queens,Queens Village
33048,Queens,Queens Village
33049,Queens,Queens Village
33050,Queens,Queens Village
33051,Queens,Queens Village
33052,Queens,Queens Village
33053,Queens,Queens Village
33054,Queens,Cambria Heights
33054,Queens,Queens Village
33055,Queens,Queens Village
33056,Queens,Cambria Heights
33057,Queens,Cambria Heights
33058,Queens,Cambria Heights
33058,Queens,Queens Village
33059,Queens,Cambria Heights
33059,Queens,Queens Village
33060,Queens,St. Albans
33060,Queens,Queens Village
33061,Queens,St. Albans
33062,Queens,St. Albans
33063,Queens,Cambria Heights
33064,Queens,Cambria Heights
33065,Queens,Cambria Heights
33066,Queens,Cambria Heights
33067,Queens,Cambria Heights
33068,Queens,Cambria Heights
33069,Queens,Cambria Heights
33070,Queens,Cambria Heights
33071,Queens,Cambria Heights
33072,Queens,Hollis
33073,Queens,Queens Village
33074,Queens,Queens Village
33075,Queens,Glen Oaks-Floral Park-New Hyde Park
33076,Queens,Jamaica Estates-Holliswood
33076,Queens,Queens Village
33077,Queens,Hollis
33077,Queens,St. Albans
33078,Queens,St. Albans
33078,Queens,Cambria Heights
33079,Queens,Queens Village
34001,Queens,North Corona
34002,Queens,Jackson Heights
34002,Queens,Elmhurst
34003,Queens,North Corona
34003,Queens,Jackson Heights
34003,Queens,Elmhurst
34004,Queens,North Corona
34004,Queens,Jackson Heights
34005,Queens,North Corona
34005,Queens,Jackson Heights
34006,Queens,Jackson Heights
34007,Queens,Jackson Heights
34008,Queens,Jackson Heights
34009,Queens,Jackson Heights
34010,Queens,Jackson Heights
34011,Queens,Jackson Heights
34012,Queens,East Elmhurst
34012,Queens,Jackson Heights
34013,Queens,Jackson Heights
34014,Queens,Jackson Heights
34015,Queens,Jackson Heights
34016,Queens,Jackson Heights
34017,Queens,Jackson Heights
34018,Queens,Jackson Heights
34019,Queens,Jackson Heights
34020,Queens,Jackson Heights
34021,Queens,Jackson Heights
34022,Queens,Jackson Heights
34023,Queens,Jackson Heights
34024,Queens,Jackson Heights
34025,Queens,Jackson Heights
34026,Queens,Jackson Heights
34027,Queens,Jackson Heights
34028,Queens,Jackson Heights
34029,Queens,Jackson Heights
34030,Queens,Jackson Heights
34031,Queens,Jackson Heights
34032,Queens,Jackson Heights
34033,Queens,Jackson Heights
34034,Queens,Elmhurst
34035,Queens,Jackson Heights
34036,Queens,Jackson Heights
34037,Queens,Jackson Heights
34038,Queens,Jackson Heights
34039,Queens,Jackson Heights
34040,Queens,Jackson Heights
34041,Queens,Jackson Heights
34042,Queens,Jackson Heights
34043,Queens,Woodside
34044,Queens,Woodside
34045,Queens,Woodside
34046,Queens,Elmhurst-Maspeth
34046,Queens,Woodside
34047,Queens,Elmhurst-Maspeth
34048,Queens,Woodside
34049,Queens,Woodside
34050,Queens,Woodside
34051,Queens,Woodside
34052,Queens,Woodside
34053,Queens,Elmhurst-Maspeth
34054,Queens,Elmhurst-Maspeth
34055,Queens,Woodside
34056,Queens,Elmhurst-Maspeth
34057,Queens,Elmhurst-Maspeth
34058,Queens,Elmhurst-Maspeth
34059,Queens,Elmhurst-Maspeth
34060,Queens,Elmhurst-Maspeth
34061,Queens,Elmhurst-Maspeth
34062,Queens,Elmhurst-Maspeth
34063,Queens,Jackson Heights
34065,Queens,Jackson Heights
34066,Queens,Jackson Heights
34066,Queens,Elmhurst
34067,Queens,Jackson Heights
34068,Queens,Jackson Heights
34069,Queens,Jackson Heights
34070,Queens,Woodside
34071,Queens,Woodside
34072,Queens,Jackson Heights
34073,Queens,Jackson Heights
35001,Queens,Elmhurst
35002,Queens,Elmhurst-Maspeth
35003,Queens,Elmhurst
35003,Queens,Elmhurst-Maspeth
35004,Queens,Elmhurst
35004,Queens,Elmhurst-Maspeth
35005,Queens,Elmhurst
35005,Queens,Elmhurst-Maspeth
35006,Queens,Elmhurst
35006,Queens,Elmhurst-Maspeth
35007,Queens,Elmhurst
35007,Queens,Elmhurst-Maspeth
35008,Queens,Elmhurst
35009,Queens,Elmhurst
35010,Queens,Elmhurst
35011,Queens,Elmhurst
35012,Queens,Elmhurst
35013,Queens,North Corona
35014,Queens,Corona
35015,Queens,Corona
35016,Queens,Corona
35017,Queens,Corona
35018,Queens,Corona
35019,Queens,Corona
35020,Queens,East Elmhurst
35021,Queens,Corona
35022,Queens,Corona
35023,Queens,Forest Hills
35023,Queens,Rego Park
35024,Queens,Rego Park
35025,Queens,Corona
35026,Queens,Rego Park
35027,Queens,Rego Park
35028,Queens,Corona
35029,Queens,Corona
35030,Queens,Forest Hills
35032,Queens,Corona
35033,Queens,Elmhurst
35033,Queens,Elmhurst-Maspeth
35035,Queens,Corona
35036,Queens,Elmhurst
35037,Queens,Corona
35037,Queens,North Corona
35038,Queens,Corona
35038,Queens,North Corona
35038,Queens,East Elmhurst
35039,Queens,North Corona
35040,Queens,North Corona
35041,Queens,North Corona
35041,Queens,East Elmhurst
35042,Queens,North Corona
35043,Queens,North Corona
35043,Queens,East Elmhurst
35044,Queens,North Corona
35044,Queens,East Elmhurst
35045,Queens,East Elmhurst
35046,Queens,East Elmhurst
35046,Queens,Jackson Heights
35047,Queens,East Elmhurst
35048,Queens,East Elmhurst
35049,Queens,Jackson Heights
35050,Queens,Jackson Heights
35051,Queens,East Elmhurst
35051,Queens,Jackson Heights
35052,Queens,East Elmhurst
35053,Queens,East Elmhurst
35054,Queens,Corona
35063,Queens,Elmhurst
35064,Queens,Rego Park
35065,Queens,North Corona
35066,Queens,East Elmhurst
36001,Queens,Astoria
36002,Queens,Astoria
36003,Queens,Astoria
36004,Queens,Astoria
36005,Queens,Astoria
36006,Queens,Astoria
36007,Queens,Astoria
36008,Queens,Astoria
36009,Queens,Astoria
36010,Queens,Astoria
36010,Queens,Old Astoria
36011,Queens,Old Astoria
36012,Queens,Old Astoria
36013,Queens,Old Astoria
36014,Queens,Old Astoria
36015,Queens,Old Astoria
36016,Queens,Old Astoria
36017,Queens,Astoria
36017,Queens,Old Astoria
36018,Queens,Astoria
36018,Queens,Old Astoria
36019,Queens,Astoria
36020,Queens,Astoria
36021,Queens,Astoria
36022,Manhattan,Lenox Hill-Roosevelt Island
36022,Queens,Astoria
36023,Queens,Astoria
36024,Queens,Astoria
36025,Queens,Astoria
36026,Queens,Astoria
36027,Queens,Astoria
36028,Queens,Astoria
36029,Queens,Woodside
36029,Queens,Astoria
36030,Queens,Astoria
36031,Queens,Astoria
36032,Queens,Astoria
36033,Queens,Steinway
36034,Queens,Steinway
36035,Queens,Steinway
36036,Queens,Steinway
36037,Queens,Steinway
36038,Queens,Steinway
36039,Queens,Steinway
36040,Queens,Steinway
36041,Queens,Steinway
36042,Queens,Steinway
36043,Queens,Woodside
36044,Queens,Jackson Heights
36045,Queens,Old Astoria
36046,Queens,Steinway
36047,Queens,Steinway
36048,Queens,Steinway
36049,Queens,Astoria
36050,Queens,Jackson Heights
36050,Queens,Woodside
36051,Queens,Woodside
36051,Queens,Astoria
36052,Queens,Old Astoria
36053,Queens,Steinway
36054,Queens,Steinway
36055,Queens,Steinway
36056,Queens,Steinway
36057,Queens,Steinway
36058,Queens,Steinway
36059,Queens,Steinway
36060,Queens,Steinway
36061,Queens,Steinway
36062,Queens,Steinway
36063,Queens,Steinway
36064,Queens,Astoria
36065,Queens,Astoria
36066,Queens,Astoria
36067,Queens,Steinway
36072,Queens,Old Astoria
36073,Queens,Astoria
36074,Queens,Astoria
36074,Queens,Old Astoria
36075,Queens,Astoria
36076,Queens,Astoria
36077,Queens,Astoria
36077,Queens,Old Astoria
36078,Queens,Astoria
36079,Queens,Steinway
36080,Queens,Steinway
36081,Queens,Steinway
36082,Queens,Steinway
36083,Queens,Steinway
37001,Queens,Old Astoria
37002,Queens,Old Astoria
37003,Queens,Old Astoria
37004,Queens,Old Astoria
37005,Queens,Queensbridge-Ravenswood-Long Island City
37005,Queens,Astoria
37005,Queens,Old Astoria
37006,Queens,Queensbridge-Ravenswood-Long Island City
37007,Queens,Queensbridge-Ravenswood-Long Island City
37008,Queens,Queensbridge-Ravenswood-Long Island City
37009,Queens,Astoria
37010,Queens,Astoria
37011,Queens,Queensbridge-Ravenswood-Long Island City
37012,Queens,Queensbridge-Ravenswood-Long Island City
37013,Queens,Queensbridge-Ravenswood-Long Island City
37014,Queens,Queensbridge-Ravenswood-Long Island City
37015,Queens,Queensbridge-Ravenswood-Long Island City
37016,Queens,Queensbridge-Ravenswood-Long Island City
37017,Queens,Queensbridge-Ravenswood-Long Island City
37018,Queens,Hunters Point-Sunnyside-West Maspeth
37019,Queens,Hunters Point-Sunnyside-West Maspeth
37020,Queens,Hunters Point-Sunnyside-West Maspeth
37021,Queens,Hunters Point-Sunnyside-West Maspeth
37022,Queens,Hunters Point-Sunnyside-West Maspeth
37023,Queens,Hunters Point-Sunnyside-West Maspeth
37024,Queens,Hunters Point-Sunnyside-West Maspeth
37025,Queens,Hunters Point-Sunnyside-West Maspeth
37026,Queens,Hunters Point-Sunnyside-West Maspeth
37027,Queens,Hunters Point-Sunnyside-West Maspeth
37028,Queens,Hunters Point-Sunnyside-West Maspeth
37029,Queens,Hunters Point-Sunnyside-West Maspeth
37030,Queens,Hunters Point-Sunnyside-West Maspeth
37031,Queens,Hunters Point-Sunnyside-West Maspeth
37032,Queens,Hunters Point-Sunnyside-West Maspeth
37033,Queens,Hunters Point-Sunnyside-West Maspeth
37034,Queens,Hunters Point-Sunnyside-West Maspeth
37035,Queens,Hunters Point-Sunnyside-West Maspeth
37036,Queens,Hunters Point-Sunnyside-West Maspeth
37037,Queens,Hunters Point-Sunnyside-West Maspeth
37038,Queens,Hunters Point-Sunnyside-West Maspeth
37039,Queens,Hunters Point-Sunnyside-West Maspeth
37040,Queens,Hunters Point-Sunnyside-West Maspeth
37041,Queens,Ridgewood
37041,Queens,Maspeth
37042,Queens,Ridgewood
37042,Queens,Maspeth
37043,Queens,Maspeth
37044,Queens,Ridgewood
37044,Queens,Maspeth
37045,Queens,Ridgewood
37046,Queens,Ridgewood
37047,Queens,Ridgewood
37048,Queens,Ridgewood
37049,Queens,Glendale
37049,Queens,Ridgewood
37050,Queens,Ridgewood
37051,Queens,Ridgewood
37052,Queens,Ridgewood
37053,Queens,Ridgewood
37054,Queens,Ridgewood
37055,Queens,Ridgewood
37056,Queens,Ridgewood
37057,Queens,Ridgewood
37058,Queens,Ridgewood
37059,Queens,Ridgewood
37060,Queens,Ridgewood
37061,Queens,Ridgewood
37062,Queens,Ridgewood
37063,Queens,Hunters Point-Sunnyside-West Maspeth
37064,Queens,Hunters Point-Sunnyside-West Maspeth
37065,Queens,Hunters Point-Sunnyside-West Maspeth
37066,Queens,Hunters Point-Sunnyside-West Maspeth
37067,Queens,Ridgewood
37068,Queens,Ridgewood
37075,Queens,Hunters Point-Sunnyside-West Maspeth
37076,Queens,Hunters Point-Sunnyside-West Maspeth
37076,Queens,Queensbridge-Ravenswood-Long Island City
37077,Queens,Hunters Point-Sunnyside-West Maspeth
37078,Queens,Hunters Point-Sunnyside-West Maspeth
37079,Queens,Hunters Point-Sunnyside-West Maspeth
37080,Queens,Hunters Point-Sunnyside-West Maspeth
37081,Queens,Queensbridge-Ravenswood-Long Island City
37082,Queens,Hunters Point-Sunnyside-West Maspeth
37083,Queens,Hunters Point-Sunnyside-West Maspeth
37084,Queens,Ridgewood
37085,Queens,Middle Village
37085,Queens,Maspeth
37086,Queens,Ridgewood
37087,Queens,Ridgewood
37088,Queens,Queensbridge-Ravenswood-Long Island City
37088,Queens,Astoria
38001,Queens,Ridgewood
38002,Queens,Ridgewood
38003,Queens,Ridgewood
38004,Queens,Ridgewood
38005,Queens,Ridgewood
38006,Queens,Ridgewood
38007,Queens,Ridgewood
38008,Queens,Ridgewood
38009,Queens,Glendale
38009,Queens,Ridgewood
38010,Queens,Glendale
38010,Queens,Ridgewood
38011,Queens,Ridgewood
38012,Queens,Glendale
38013,Queens,Glendale
38014,Queens,Glendale
38015,Queens,Glendale
38016,Queens,Glendale
38017,Queens,Glendale
38018,Queens,Glendale
38019,Queens,Glendale
38020,Queens,Richmond Hill
38021,Queens,Woodhaven
38022,Queens,Woodhaven
38023,Queens,Woodhaven
38024,Queens,Woodhaven
38025,Queens,Woodhaven
38026,Queens,Woodhaven
38027,Queens,Woodhaven
38028,Queens,Glendale
38029,Queens,Woodhaven
38030,Queens,Woodhaven
38031,Queens,Woodhaven
38032,Queens,Woodhaven
38033,Queens,Woodhaven
38034,Queens,Woodhaven
38035,Queens,Ozone Park
38036,Queens,South Ozone Park
38037,Queens,Richmond Hill
38037,Queens,South Ozone Park
38038,Queens,Richmond Hill
38038,Queens,South Ozone Park
38039,Queens,South Ozone Park
38040,Queens,Richmond Hill
38041,Queens,Richmond Hill
38042,Queens,Richmond Hill
38043,Queens,Richmond Hill
38044,Queens,Richmond Hill
38045,Queens,Woodhaven
38046,Queens,Richmond Hill
38047,Queens,Richmond Hill
38048,Queens,Woodhaven
38049,Queens,Woodhaven
38049,Queens,Richmond Hill
38050,Queens,Woodhaven
38050,Queens,Richmond Hill
38051,Queens,Woodhaven
38052,Queens,Woodhaven
38053,Queens,Woodhaven
38054,Queens,Woodhaven
38055,Queens,Woodhaven
38056,Queens,Woodhaven
38057,Queens,Woodhaven
38058,Queens,Woodhaven
38059,Queens,Woodhaven
38062,Queens,Ridgewood
38063,Queens,Woodhaven
38064,Queens,Ridgewood
38065,Queens,Glendale
38066,Queens,Glendale
38067,Queens,Woodhaven
38068,Queens,Woodhaven
38069,Queens,Richmond Hill
38070,Queens,Richmond Hill
38071,Queens,Woodhaven
38071,Queens,Richmond Hill
39001,Queens,North Corona
39002,Queens,Corona
39002,Queens,North Corona
39003,Queens,Corona
39004,Queens,Corona
39005,Queens,Corona
39006,Queens,Corona
39007,Queens,Corona
39008,Queens,Corona
39009,Queens,North Corona
39009,Queens,Elmhurst
39010,Queens,Corona
39010,Queens,Elmhurst
39011,Queens,Elmhurst
39012,Queens,Elmhurst
39013,Queens,Elmhurst
39014,Queens,Elmhurst
39015,Queens,Elmhurst
39016,Queens,Elmhurst
39017,Queens,Elmhurst
39018,Queens,Jackson Heights
39018,Queens,Elmhurst
39019,Queens,Jackson Heights
39020,Queens,Elmhurst
39021,Queens,Elmhurst
39022,Queens,Elmhurst-Maspeth
39022,Queens,Woodside
39023,Queens,Elmhurst
39024,Queens,Elmhurst
39024,Queens,Elmhurst-Maspeth
39025,Queens,Elmhurst
39026,Queens,Elmhurst
